Record_ID,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score
3111,18,95,No,8,3,6,73
3112,18,87,No,8,3,4,66
3113,13,74,Yes,7,2,3,65
3114,22,82,Yes,7,0,4,68
3115,22,94,Yes,7,0,3,69
3116,19,95,Yes,6,1,4,72
3117,15,66,No,9,3,3,63
3118,26,74,No,8,0,1,65
3119,30,73,Yes,9,0,4,69
3120,17,62,No,6,2,3,62
3121,16,84,Yes,8,0,3,66
3122,23,94,Yes,9,3,2,69
3123,18,75,Yes,9,2,4,67
3124,19,90,Yes,5,0,2,94
3125,24,85,Yes,7,2,2,71
3126,9,75,No,7,2,4,61
3127,28,66,Yes,9,2,2,68
3128,20,88,No,4,0,4,66
3129,18,94,Yes,5,0,5,71
3130,19,87,No,9,3,4,66
3131,20,61,No,6,2,2,60
3132,10,69,Yes,5,0,3,60
3133,29,63,Yes,9,3,3,66
3134,20,83,Yes,5,1,2,67
3135,23,90,No,9,4,3,67
3136,26,64,No,5,2,1,64
3137,14,94,No,5,0,3,66
3138,23,82,No,7,1,3,68
3139,18,88,Yes,6,1,3,70
3140,25,99,Yes,7,3,4,75
3141,7,63,Yes,10,0,2,86
3142,19,96,Yes,7,3,3,73
3143,16,65,No,9,1,3,61
3144,23,76,No,7,0,6,68
3145,23,94,No,8,1,0,70
3146,16,96,Yes,4,1,2,71
3147,16,80,Yes,8,2,4,71
3148,19,84,No,8,2,1,68
3149,15,88,Yes,6,2,4,70
3150,25,93,Yes,10,1,3,70
3151,18,65,Yes,6,0,3,62
3152,3,92,Yes,5,3,1,67
3153,18,79,No,8,3,3,68
3154,14,78,Yes,5,1,3,68
3155,10,77,No,7,2,1,64
3156,13,80,No,9,1,3,68
3157,21,98,Yes,8,0,3,69
3158,28,82,No,7,1,3,70
3159,22,98,Yes,6,4,4,73
3160,16,67,Yes,9,1,3,66
3161,23,89,No,5,0,3,68
3162,17,92,Yes,8,1,3,68
3163,16,87,Yes,10,2,0,65
3164,13,84,Yes,8,2,3,66
3165,9,83,Yes,7,0,1,62
3166,18,94,Yes,7,3,2,67
3167,21,93,Yes,6,1,3,73
3168,19,65,Yes,6,2,2,65
3169,18,94,No,7,2,4,70
3170,14,77,Yes,8,3,2,68
3171,24,70,Yes,9,3,3,67
3172,12,95,Yes,4,2,3,66
3173,25,77,No,4,3,4,65
3174,14,92,Yes,9,1,4,66
3175,15,71,No,7,2,4,66
3176,11,60,No,7,2,1,60
3177,17,80,Yes,8,0,4,66
3178,26,64,Yes,7,2,4,68
3179,23,90,Yes,10,3,5,72
3180,26,71,No,8,1,3,68
3181,23,78,Yes,6,0,3,67
3182,13,63,No,6,0,4,62
3183,18,71,No,7,0,5,66
3184,15,91,No,6,0,3,69
3185,28,66,No,10,0,3,64
3186,13,86,No,7,0,3,63
3187,25,97,Yes,5,2,2,74
3188,25,87,Yes,8,0,4,72
3189,31,92,Yes,9,1,3,71
3190,18,64,Yes,9,2,3,64
3191,24,70,No,6,0,3,65
3192,34,96,Yes,5,1,5,75
3193,16,89,No,9,2,3,69
3194,11,86,No,5,1,4,65
3195,9,87,No,8,0,1,60
3196,24,77,Yes,6,2,4,69
3197,9,62,Yes,9,4,4,65
3198,18,91,Yes,5,0,4,67
3199,23,87,No,6,5,2,70
3200,21,79,Yes,8,1,4,66
3201,23,96,Yes,8,0,4,69
3202,21,73,Yes,9,2,3,69
3203,28,72,Yes,8,1,2,68
3204,14,95,Yes,8,5,4,70
3205,16,92,No,9,2,2,66
3206,15,81,No,5,0,3,65
3207,25,65,No,6,1,4,65
3208,25,69,Yes,5,1,2,65
3209,23,86,Yes,4,0,3,69
3210,27,75,No,8,4,2,69
3211,13,93,No,9,0,3,65
3212,30,98,Yes,8,1,3,76
3213,29,92,No,8,2,3,72
3214,24,75,No,7,2,4,67
3215,31,92,Yes,7,3,3,74
3216,10,74,Yes,10,2,3,66
3217,17,67,Yes,9,2,3,66
3218,16,61,No,6,4,3,66
3219,24,75,Yes,9,5,5,71
3220,14,96,No,9,0,3,66
3221,25,70,No,8,1,2,65
3222,28,68,Yes,8,1,3,69
3223,24,99,Yes,8,1,2,69
3224,22,61,Yes,5,2,2,63
3225,14,91,No,5,0,3,68
3226,15,73,No,8,1,3,64
3227,27,61,No,5,2,2,64
3228,25,97,Yes,5,1,5,73
3229,20,66,Yes,4,2,2,66
3230,17,82,No,6,4,3,67
3231,8,71,Yes,8,3,1,63
3232,14,63,Yes,8,1,3,61
3233,31,62,Yes,8,4,4,71
3234,12,65,Yes,6,1,3,61
3235,21,63,Yes,7,1,3,62
3236,26,90,Yes,8,1,4,74
3237,12,79,No,8,2,4,65
3238,21,74,Yes,6,2,3,64
3239,26,77,No,7,1,4,66
3240,20,97,Yes,4,1,2,72
3241,37,96,Yes,7,0,4,76
3242,10,89,Yes,6,4,3,67
3243,26,95,No,9,3,3,71
3244,19,73,No,6,1,3,65
3245,25,75,Yes,7,3,4,68
3246,23,85,Yes,6,1,3,68
3247,16,85,Yes,6,3,2,67
3248,21,79,No,8,1,2,64
3249,9,76,No,6,0,4,60
3250,24,99,No,10,1,3,70
3251,22,93,Yes,4,1,2,73
3252,24,77,Yes,8,2,3,69
3253,26,89,No,7,0,5,70
3254,22,71,No,7,1,3,64
3255,21,64,Yes,7,2,3,64
3256,15,74,Yes,8,0,3,65
3257,16,76,No,7,0,2,62
3258,27,61,Yes,9,0,2,64
3259,29,93,Yes,7,0,3,72
3260,19,74,Yes,5,1,3,64
3261,20,83,Yes,7,0,4,67
3262,15,63,Yes,9,4,3,64
3263,27,67,No,6,0,2,61
3264,24,96,Yes,5,1,4,72
3265,32,84,Yes,8,2,1,70
3266,15,98,No,8,4,2,70
3267,18,100,No,6,2,2,71
3268,21,75,No,7,1,2,68
3269,24,72,No,7,3,2,68
3270,19,94,No,7,0,1,70
3271,15,100,No,8,2,3,73
3272,25,85,No,6,2,1,69
3273,24,92,No,8,0,3,71
3274,15,91,No,6,1,3,64
3275,28,74,No,9,0,3,68
3276,27,83,No,10,0,4,69
3277,21,93,No,6,1,2,70
3278,20,88,No,5,1,4,67
3279,23,61,Yes,8,1,0,66
3280,15,73,No,7,2,5,65
3281,20,66,Yes,8,4,3,66
3282,7,69,Yes,6,0,4,61
3283,25,96,No,7,0,2,71
3284,11,61,Yes,6,5,3,60
3285,29,69,Yes,7,1,2,66
3286,18,72,Yes,5,1,4,61
3287,19,85,Yes,7,2,3,68
3288,16,81,Yes,5,2,3,68
3289,18,69,Yes,6,2,4,65
3290,29,67,No,7,3,1,65
3291,5,69,Yes,8,2,2,60
3292,28,80,No,8,2,2,67
3293,22,71,No,8,2,4,65
3294,13,98,Yes,5,1,3,70
3295,14,79,No,9,1,4,64
3296,30,62,Yes,6,2,4,68
3297,14,89,No,6,2,4,69
3298,13,73,Yes,7,0,3,65
3299,27,86,No,6,2,3,71
3300,22,71,Yes,8,1,4,65
3301,14,83,Yes,8,0,2,65
3302,21,91,Yes,6,0,2,68
3303,14,97,No,7,1,3,66
3304,27,70,Yes,7,1,3,65
3305,26,73,Yes,8,2,4,71
3306,23,79,Yes,6,3,4,68
3307,22,97,Yes,6,2,2,70
3308,31,96,No,5,3,2,74
3309,20,64,Yes,6,0,2,62
3310,13,65,No,5,1,2,61
3311,23,80,Yes,6,0,3,70
3312,33,64,Yes,9,0,2,65
3313,14,74,Yes,8,2,2,62
3314,18,66,No,9,2,4,65
3315,22,85,No,6,0,4,68
3316,20,98,Yes,4,2,1,70
3317,14,100,No,7,1,3,68
3318,27,75,No,10,3,6,69
3319,34,84,Yes,6,1,3,73
3320,21,94,Yes,7,1,5,71
3321,15,65,Yes,5,0,4,63
3322,11,88,Yes,7,2,2,66
3323,22,76,Yes,7,1,4,67
3324,27,68,No,4,0,1,64
3325,23,76,Yes,5,1,3,66
3326,20,63,Yes,5,2,3,69
3327,16,88,Yes,5,4,6,72
3328,13,70,Yes,6,1,4,63
3329,25,72,Yes,8,2,2,67
3330,25,65,No,6,1,4,64
3331,11,95,Yes,9,4,4,68
3332,30,80,No,6,1,3,71
3333,23,83,Yes,7,2,4,67
3334,28,83,No,8,1,5,67
3335,12,76,Yes,9,2,3,64
3336,12,68,No,6,5,3,63
3337,19,90,No,8,2,4,72
3338,23,65,Yes,6,2,2,63
3339,31,64,No,10,2,4,67
3340,24,88,Yes,5,1,2,68
3341,19,68,Yes,8,2,3,64
3342,14,72,No,9,4,3,65
3343,27,79,Yes,5,2,1,68
3344,14,78,Yes,8,2,4,66
3345,30,88,Yes,6,4,5,73
3346,18,85,Yes,10,1,3,68
3347,30,86,No,4,2,5,72
3348,24,89,Yes,5,3,0,70
3349,19,72,Yes,5,1,4,66
3350,17,73,Yes,5,3,1,66
3351,18,78,Yes,8,2,4,66
3352,23,72,Yes,10,2,2,65
3353,20,99,Yes,9,2,5,71
3354,16,93,Yes,7,1,1,66
3355,19,67,No,7,1,4,63
3356,20,60,Yes,6,2,3,63
3357,7,62,Yes,8,0,3,58
3358,23,70,No,7,3,3,68
3359,14,65,No,7,2,3,61
3360,13,81,No,6,2,4,65
3361,10,94,No,5,1,3,67
3362,9,89,Yes,7,1,3,67
3363,12,69,No,7,1,4,62
3364,16,76,Yes,6,0,1,86
3365,32,80,No,6,0,5,71
3366,17,92,Yes,8,1,3,70
3367,21,94,No,8,1,3,71
3368,22,96,No,10,2,3,71
3369,21,80,Yes,9,1,3,70
3370,20,88,Yes,5,2,5,67
3371,13,64,Yes,7,0,4,60
3372,29,83,No,5,0,4,73
3373,31,70,Yes,4,1,2,67
3374,10,77,Yes,10,1,3,62
3375,14,85,No,9,0,3,67
3376,18,70,No,6,1,2,65
3377,14,62,No,9,1,6,61
3378,23,60,Yes,9,0,4,61
3379,16,61,No,4,1,2,60
3380,33,60,No,8,4,3,68
3381,27,64,Yes,6,0,5,65
3382,21,70,Yes,8,3,1,67
3383,26,69,No,10,2,2,67
3384,27,99,No,9,0,2,74
3385,17,72,No,7,4,2,64
3386,15,65,Yes,9,2,3,64
3387,20,82,Yes,4,2,3,67
3388,25,94,No,8,6,3,74
3389,21,87,Yes,8,1,2,69
3390,11,72,No,8,1,2,62
3391,15,82,Yes,6,1,2,66
3392,20,89,Yes,8,2,3,69
3393,20,89,Yes,8,1,1,68
3394,32,87,Yes,4,2,2,74
3395,12,95,No,7,4,3,68
3396,23,95,Yes,6,2,3,73
3397,29,83,No,8,4,5,70
3398,34,77,No,9,0,4,69
3399,18,86,Yes,6,2,2,68
3400,23,93,No,5,2,1,71
3401,23,60,No,7,3,2,64
3402,21,100,No,5,3,3,71
3403,19,67,No,7,1,3,65
3404,23,79,Yes,7,1,3,68
3405,5,95,Yes,8,1,2,67
3406,24,69,Yes,7,2,4,67
3407,21,79,Yes,7,2,4,67
3408,19,65,Yes,9,1,3,63
3409,32,76,No,7,0,3,68
3410,16,67,Yes,6,1,3,66
3411,18,75,Yes,7,1,4,67
3412,32,75,Yes,6,3,2,68
3413,15,100,Yes,5,2,3,72
3414,17,100,No,5,3,3,70
3415,19,65,No,9,3,4,62
3416,25,89,Yes,6,2,2,69
3417,21,62,Yes,7,0,4,61
3418,12,61,Yes,7,2,2,58
3419,17,64,No,7,5,3,63
3420,16,99,No,9,4,3,71
3421,20,98,Yes,7,1,3,70
3422,23,68,No,6,1,3,64
3423,23,66,No,6,2,1,63
3424,9,70,Yes,8,1,3,63
3425,26,81,No,8,2,5,71
3426,22,83,Yes,8,0,2,65
3427,28,69,No,7,2,2,68
3428,23,90,Yes,5,1,3,70
3429,27,72,Yes,8,3,3,68
3430,23,97,No,7,3,1,69
3431,28,86,Yes,7,0,5,70
3432,23,77,No,5,0,3,67
3433,19,92,Yes,6,2,2,69
3434,34,93,No,6,2,3,73
3435,25,72,Yes,8,3,3,68
3436,23,74,No,8,2,2,67
3437,12,97,Yes,7,0,4,67
3438,12,67,Yes,8,2,3,64
3439,22,62,No,9,2,2,63
3440,21,78,No,8,1,5,67
3441,16,92,Yes,8,1,2,70
3442,21,91,Yes,6,1,3,71
3443,30,97,Yes,6,1,2,74
3444,24,81,Yes,9,2,3,70
3445,13,64,No,6,1,2,59
3446,19,84,Yes,8,0,3,64
3447,15,91,No,10,2,3,67
3448,18,64,Yes,8,1,3,63
3449,18,67,Yes,7,5,2,66
3450,17,60,Yes,5,1,4,62
3451,12,84,No,7,3,3,65
3452,19,95,Yes,9,3,4,73
3453,17,87,Yes,7,1,2,70
3454,2,99,Yes,9,0,4,62
3455,32,63,No,8,2,5,68
3456,27,96,Yes,7,1,3,74
3457,18,93,No,7,2,4,96
3458,20,73,No,5,1,2,66
3459,13,99,Yes,6,0,4,69
3460,30,72,Yes,6,1,3,70
3461,31,96,Yes,8,2,3,73
3462,21,95,No,7,1,2,69
3463,26,90,Yes,9,1,4,71
3464,21,83,Yes,7,0,2,65
3465,12,65,Yes,6,1,3,62
3466,18,81,No,6,1,3,69
3467,21,74,No,6,3,2,65
3468,17,92,No,7,1,2,68
3469,19,90,Yes,6,1,3,65
3470,19,96,Yes,5,4,1,72
3471,20,61,Yes,9,2,4,67
3472,20,92,No,7,2,2,68
3473,14,98,No,7,0,3,68
3474,16,92,No,6,2,3,66
3475,12,65,Yes,5,0,2,62
3476,26,63,Yes,7,2,4,65
3477,7,61,Yes,4,1,5,60
3478,27,85,Yes,8,2,4,70
3479,28,85,Yes,6,1,1,68
3480,18,99,Yes,7,1,3,72
3481,4,76,Yes,8,2,2,63
3482,18,73,Yes,7,1,1,63
3483,20,85,Yes,5,1,2,67
3484,14,93,Yes,9,4,2,68
3485,17,97,No,5,2,3,69
3486,29,92,Yes,4,1,4,75
3487,24,77,No,8,0,3,67
3488,14,85,Yes,5,2,3,69
3489,10,94,No,9,0,2,65
3490,18,80,Yes,8,2,4,65
3491,19,69,Yes,7,1,4,63
3492,23,67,No,6,2,4,65
3493,17,60,No,6,0,2,58
3494,23,89,Yes,6,0,3,70
3495,32,64,Yes,6,1,5,66
3496,25,70,No,9,2,2,63
3497,20,72,Yes,6,1,3,62
3498,19,82,Yes,8,2,3,69
3499,18,76,No,9,1,3,66
3500,27,87,No,6,0,2,68
3501,16,62,Yes,8,2,2,62
3502,20,65,No,6,0,4,64
3503,20,80,Yes,7,0,2,65
3504,17,73,Yes,6,2,3,64
3505,12,72,No,6,2,3,65
3506,22,63,Yes,7,3,4,65
3507,20,96,Yes,5,0,3,70
3508,23,88,No,8,2,3,71
3509,17,65,Yes,5,2,3,65
3510,27,63,No,5,1,4,67
3511,15,99,Yes,7,4,2,68
3512,30,87,Yes,6,1,4,73
3513,10,77,No,8,0,4,64
3514,23,88,No,7,3,1,71
3515,23,90,No,5,2,2,70
3516,15,91,No,8,4,1,68
3517,23,79,Yes,7,2,4,68
3518,28,77,Yes,7,3,3,68
3519,7,60,Yes,10,0,3,59
3520,23,97,Yes,9,2,4,74
3521,5,84,Yes,7,1,3,62
3522,14,68,Yes,5,2,3,64
3523,30,97,No,5,0,2,76
3524,17,97,Yes,9,2,2,70
3525,13,100,No,6,0,5,69
3526,19,95,Yes,7,0,2,69
3527,32,100,Yes,5,4,3,74
3528,9,70,No,8,2,2,62
3529,14,94,No,9,2,3,70
3530,29,93,Yes,9,4,3,71
3531,31,69,Yes,6,4,2,68
3532,19,64,Yes,8,3,3,66
3533,13,99,No,7,3,3,67
3534,33,72,No,8,3,4,71
3535,30,95,Yes,7,3,1,74
3536,24,60,Yes,6,3,2,65
3537,15,61,Yes,9,1,3,60
3538,20,79,Yes,7,2,2,69
3539,19,70,Yes,6,2,3,65
3540,22,88,Yes,7,3,2,69
3541,29,83,Yes,6,1,4,70
3542,25,63,Yes,8,0,1,65
3543,14,67,Yes,7,0,4,57
3544,28,76,Yes,6,0,2,68
3545,22,67,No,10,2,3,67
3546,24,92,No,5,2,4,70
3547,29,77,Yes,8,1,3,68
3548,13,64,Yes,7,1,1,62
3549,20,79,Yes,5,1,5,67
3550,17,64,Yes,6,0,1,66
3551,11,65,Yes,5,2,2,60
3552,22,70,No,10,0,2,65
3553,35,94,Yes,7,1,2,75
3554,9,97,Yes,7,4,5,67
3555,20,93,No,10,1,2,71
3556,24,73,Yes,6,0,2,63
3557,21,71,Yes,9,2,1,67
3558,19,82,No,8,2,4,68
3559,12,89,Yes,4,2,4,65
3560,21,100,No,6,1,3,72
3561,15,65,No,8,1,4,61
3562,7,62,No,7,1,5,60
3563,27,88,Yes,7,2,2,72
3564,26,93,Yes,6,2,3,72
3565,20,94,Yes,6,2,3,70
3566,21,87,No,7,2,3,67
3567,26,98,No,10,0,1,71
3568,21,80,Yes,6,0,2,66
3569,25,97,No,6,0,2,72
3570,18,99,Yes,7,1,4,70
3571,28,94,Yes,5,2,2,71
3572,22,72,Yes,8,2,4,64
3573,21,68,Yes,5,3,2,66
3574,12,82,No,5,2,4,64
3575,22,78,Yes,5,0,3,67
3576,15,95,No,5,3,3,67
3577,16,64,No,9,1,3,64
3578,15,70,No,8,0,4,61
3579,14,90,Yes,8,4,2,99
3580,33,64,No,8,3,4,67
3581,28,73,Yes,7,3,3,72
3582,32,75,No,7,1,4,66
3583,13,85,Yes,9,3,2,68
3584,20,66,No,9,1,1,64
3585,12,94,No,5,1,2,69
3586,16,78,No,10,0,4,65
3587,14,97,No,5,1,4,66
3588,27,79,Yes,6,3,4,73
3589,18,71,Yes,7,0,4,63
3590,26,66,Yes,7,3,4,66
3591,24,60,Yes,10,3,2,65
3592,34,81,Yes,9,1,2,71
3593,11,64,Yes,8,1,2,58
3594,28,76,No,9,0,3,68
3595,27,84,No,8,0,4,69
3596,14,71,Yes,6,0,3,63
3597,26,67,Yes,8,1,5,66
3598,22,91,Yes,7,0,3,69
3599,19,98,Yes,6,3,3,69
3600,15,64,No,9,2,2,63
3601,16,66,Yes,7,1,3,65
3602,32,98,No,5,2,3,76
3603,20,62,Yes,6,0,3,67
3604,25,99,No,8,1,3,70
3605,15,60,No,9,1,5,60
3606,15,95,No,8,2,3,68
3607,26,72,Yes,8,1,3,68
3608,12,98,Yes,6,2,3,70
3609,18,73,Yes,7,1,3,68
3610,20,86,No,7,3,3,69
3611,21,63,Yes,7,0,3,62
3612,19,70,No,7,1,4,64
3613,22,91,No,6,2,2,71
3614,24,81,Yes,8,1,2,68
3615,24,97,No,5,0,5,72
3616,14,77,Yes,5,1,3,64
3617,18,95,Yes,6,6,3,73
3618,27,78,No,8,0,3,69
3619,25,99,No,8,1,3,70
3620,12,98,No,4,3,2,69
3621,22,73,No,8,1,3,64
3622,8,95,No,7,2,2,66
3623,20,94,Yes,6,1,2,69
3624,31,68,No,7,1,3,68
3625,14,85,Yes,5,4,3,65
3626,15,63,Yes,7,4,2,62
3627,25,93,Yes,5,2,2,75
3628,11,67,Yes,6,0,3,60
3629,16,63,Yes,6,0,4,63
3630,24,76,Yes,8,2,4,66
3631,16,83,Yes,7,0,3,67
3632,19,94,Yes,8,1,3,68
3633,24,99,Yes,5,0,3,72
3634,23,78,No,7,0,3,66
3635,22,62,Yes,8,0,3,63
3636,18,90,Yes,9,1,3,71
3637,22,83,Yes,5,2,3,67
3638,19,78,Yes,6,1,3,66
3639,23,72,No,8,2,2,66
3640,17,80,No,9,4,2,68
3641,19,74,No,7,1,3,66
3642,14,90,Yes,5,0,3,68
3643,20,82,Yes,5,3,1,68
3644,15,95,Yes,7,0,2,68
3645,13,82,No,8,2,3,66
3646,22,70,No,7,1,2,66
3647,21,94,No,5,0,3,70
3648,25,82,Yes,9,1,2,68
3649,17,68,Yes,6,2,3,65
3650,22,85,Yes,8,1,3,70
3651,23,74,No,4,3,5,66
3652,23,94,Yes,9,0,1,68
3653,15,78,Yes,6,1,2,64
3654,21,89,No,9,0,3,69
3655,22,64,No,8,2,4,65
3656,20,76,Yes,5,3,3,69
3657,7,99,Yes,7,1,4,66
3658,21,92,No,9,1,2,68
3659,33,66,Yes,6,3,2,70
3660,18,71,No,9,1,3,65
3661,16,73,Yes,8,0,2,65
3662,22,86,No,9,1,3,68
3663,22,90,No,7,0,3,67
3664,27,90,No,7,0,3,72
3665,12,80,Yes,10,1,3,70
3666,24,92,Yes,8,1,3,72
3667,24,77,Yes,7,1,5,71
3668,19,65,No,8,1,4,64
3669,22,83,Yes,6,2,5,69
3670,26,98,Yes,7,4,1,73
3671,25,92,Yes,9,1,5,70
3672,13,83,No,7,1,4,68
3673,25,86,No,6,2,5,71
3674,20,97,No,6,1,3,71
3675,20,77,Yes,7,0,3,66
3676,20,73,No,6,3,4,68
3677,19,99,Yes,5,0,2,70
3678,27,95,No,5,3,4,72
3679,19,73,Yes,9,1,4,66
3680,13,79,Yes,7,3,2,65
3681,18,77,Yes,7,3,3,66
3682,21,66,Yes,6,3,1,65
3683,27,98,Yes,6,0,4,72
3684,24,76,Yes,6,2,3,68
3685,15,95,Yes,7,0,3,68
3686,35,68,Yes,5,0,4,67
3687,22,82,Yes,9,2,2,68
3688,28,61,No,7,1,4,67
3689,19,91,No,7,3,3,69
3690,23,83,No,8,2,2,65
3691,25,85,No,8,2,4,70
3692,27,62,No,6,1,2,64
3693,26,68,No,8,2,3,66
3694,25,63,No,8,1,1,64
3695,18,72,Yes,7,1,2,66
3696,17,85,Yes,9,1,2,67
3697,22,83,Yes,8,3,4,68
3698,26,84,No,8,5,2,71
3699,19,82,No,9,1,3,67
3700,26,71,Yes,7,3,2,69
3701,29,70,Yes,7,1,4,67
3702,15,65,Yes,8,4,3,61
3703,15,94,No,7,0,2,68
3704,19,85,Yes,8,2,4,67
3705,22,67,Yes,6,1,4,64
3706,17,67,Yes,4,3,2,63
3707,28,95,No,8,3,4,72
3708,23,90,No,5,2,2,69
3709,20,86,No,6,1,2,66
3710,11,76,Yes,8,1,3,64
3711,12,70,Yes,8,2,4,61
3712,22,99,Yes,9,2,4,71
3713,7,92,Yes,4,0,1,63
3714,26,72,No,7,2,4,65
3715,19,94,Yes,7,2,5,71
3716,39,90,No,8,2,1,78
3717,34,72,Yes,9,1,3,73
3718,19,77,No,5,1,3,65
3719,19,67,Yes,7,0,4,66
3720,26,64,Yes,8,3,2,66
3721,30,89,No,6,3,3,74
3722,10,71,No,10,4,3,62
3723,9,93,Yes,6,1,2,66
3724,16,100,No,7,4,4,71
3725,23,63,Yes,5,2,2,67
3726,23,79,Yes,7,0,4,69
3727,26,92,No,4,2,4,72
3728,13,92,Yes,7,2,4,72
3729,6,90,Yes,9,2,2,65
3730,25,74,No,5,1,5,71
3731,15,78,No,5,0,1,64
3732,8,84,Yes,9,1,2,61
3733,21,99,Yes,9,1,2,69
3734,25,73,Yes,5,1,5,65
3735,19,97,Yes,10,3,4,69
3736,17,71,No,8,2,3,64
3737,19,100,Yes,9,1,4,69
3738,18,87,Yes,6,1,4,68
3739,12,79,No,9,1,2,63
3740,16,85,No,7,1,2,66
3741,23,71,No,7,1,4,65
3742,22,71,Yes,8,2,2,66
3743,21,65,No,6,3,4,67
3744,14,65,Yes,5,3,2,62
3745,19,74,Yes,7,2,2,66
3746,7,91,No,7,3,3,68
3747,21,84,Yes,6,2,5,68
3748,29,64,No,9,0,2,63
3749,11,94,Yes,10,1,3,66
3750,16,84,No,6,3,3,65
3751,22,98,Yes,7,1,1,72
3752,28,87,No,6,4,3,70
3753,17,67,No,10,1,3,63
3754,16,79,No,8,0,4,65
3755,8,86,Yes,8,1,1,65
3756,21,61,No,9,1,3,66
3757,32,61,Yes,7,0,3,68
3758,22,65,Yes,7,2,4,64
3759,20,70,No,9,3,4,66
3760,22,77,Yes,8,3,4,68
3761,20,79,Yes,6,0,2,64
3762,15,66,No,6,2,3,62
3763,25,87,Yes,6,0,2,67
3764,21,84,No,9,1,3,67
3765,20,72,No,9,1,2,65
3766,14,61,Yes,10,2,4,59
3767,28,63,Yes,6,0,2,66
3768,24,76,No,7,4,2,68
3769,17,66,No,6,2,3,63
3770,26,75,Yes,7,2,3,68
3771,17,85,Yes,8,2,3,68
3772,15,82,Yes,7,3,2,66
3773,15,69,No,9,1,2,63
3774,9,74,No,6,3,2,61
3775,23,85,Yes,8,0,4,68
3776,9,94,No,6,0,3,66
3777,13,90,No,4,1,4,69
3778,8,82,Yes,5,0,3,64
3779,19,74,No,7,1,3,68
3780,19,75,No,10,0,2,66
3781,18,95,No,6,0,3,68
3782,14,62,Yes,7,2,2,62
3783,13,100,Yes,8,1,3,68
3784,23,87,No,6,1,3,69
3785,17,87,Yes,6,2,3,70
3786,22,62,Yes,7,4,2,65
3787,15,84,Yes,6,3,3,68
3788,21,79,No,4,0,2,67
3789,28,64,Yes,6,0,4,64
3790,24,71,No,8,2,3,63
3791,18,96,Yes,8,1,2,67
3792,22,82,No,9,1,3,66
3793,19,77,Yes,9,2,4,67
3794,20,63,Yes,6,2,3,63
3795,18,89,Yes,6,3,3,69
3796,19,88,No,6,3,2,70
3797,21,85,Yes,7,0,4,70
3798,14,80,No,6,0,2,65
3799,14,77,No,7,2,2,64
3800,12,84,Yes,6,1,3,67
3801,10,69,No,8,1,3,61
3802,13,98,Yes,6,1,1,70
3803,21,84,No,6,2,4,68
3804,15,72,Yes,8,0,2,64
3805,23,78,No,8,1,2,68
3806,20,92,No,7,1,5,68
3807,8,66,Yes,8,0,4,63
3808,24,72,Yes,8,1,2,65
3809,25,87,Yes,10,4,3,69
3810,14,73,No,8,2,2,63
3811,23,92,Yes,10,1,3,69
3812,15,65,Yes,7,3,3,61
3813,21,91,Yes,9,2,3,69
3814,12,63,No,9,1,3,62
3815,9,61,Yes,7,0,2,58
3816,18,96,Yes,6,2,3,71
3817,19,83,No,6,5,2,69
3818,18,74,No,8,1,3,68
3819,13,69,No,5,0,2,61
3820,18,85,Yes,6,3,2,67
3821,22,80,Yes,9,2,3,68
3822,20,100,Yes,8,3,3,72
3823,21,99,Yes,4,1,4,71
3824,16,85,Yes,5,3,2,67
3825,27,78,No,10,3,4,68
3826,13,80,No,9,0,2,64
3827,23,87,No,6,3,0,73
3828,27,64,Yes,5,0,4,65
3829,23,73,No,5,1,2,67
3830,19,63,Yes,8,0,4,63
3831,17,63,Yes,10,0,2,63
3832,26,68,Yes,10,4,2,69
3833,11,79,Yes,5,1,3,68
3834,14,91,Yes,7,2,2,68
3835,18,79,Yes,6,3,4,69
3836,27,73,Yes,7,5,3,73
3837,22,63,Yes,5,3,2,66
3838,14,82,Yes,6,3,3,68
3839,18,71,No,6,2,2,65
3840,16,85,No,8,4,3,67
3841,16,99,No,6,2,4,70
3842,26,64,No,6,1,4,66
3843,12,68,No,8,3,3,64
3844,30,79,No,9,1,3,69
3845,25,99,No,10,1,5,71
3846,27,91,No,8,0,4,68
3847,17,96,No,7,2,3,68
3848,19,73,Yes,9,0,3,66
3849,11,100,No,9,2,3,70
3850,17,64,No,8,0,2,65
3851,23,62,Yes,5,1,4,63
3852,28,94,Yes,9,0,3,70
3853,13,97,Yes,8,0,2,67
3854,18,64,No,6,1,5,63
3855,19,65,No,6,1,3,64
3856,12,61,Yes,8,2,4,60
3857,24,64,Yes,4,0,1,62
3858,16,68,No,7,2,2,65
3859,19,99,No,6,0,3,69
3860,17,87,Yes,6,1,3,68
3861,15,91,No,6,1,2,66
3862,20,91,Yes,5,4,2,72
3863,19,81,Yes,9,2,3,68
3864,18,92,No,4,3,2,69
3865,16,84,No,7,1,3,65
3866,22,73,Yes,6,0,1,65
3867,30,82,Yes,10,2,4,70
3868,21,81,Yes,7,1,2,67
3869,26,93,No,4,4,3,73
3870,12,99,No,8,2,2,70
3871,21,76,Yes,5,1,3,66
3872,13,91,Yes,8,1,1,68
3873,11,64,Yes,8,2,2,61
3874,16,91,No,9,0,3,70
3875,27,75,Yes,7,2,3,66
3876,26,62,Yes,8,4,5,67
3877,21,75,No,7,1,3,69
